ÌõÂë	ÊýÁ¿
A13A83A6111A4	1
A13S05A6904W3	2
A13S05A6905B2	1
A13S05A6905B3	1
A13S05A6906B2	1
A13S05A6906B3	1
A13S05A6906B4	1
A13S05A6909B2	1
A13S05A6910B2	1
A13S05A6911B1	1
A13S05A6911B2	1
A13S05A6912C3	2
A13S05A6914B2	1
A13S16A6902C3	1
A13S16A6902O2	2
A13S16A6903B3	1
A13S16A6903B4	1
A13S16A6903B5	1
A13S16A6926I2	1
A13S29A6122A4	1
A13S29A6123A2	1
A13S50A2176A4	1
A14S00A5261W3	11
A14S00A5261W4	18
A14S83A1014A3	2
A14S83A1015A3	1
A14S83A1044A3	1
A14S83A1044A4	1
A14SA3A5036A2	1
A14SA6A1016A3	2
A14SA6A1017A4	1
A14SA6A6043A3	1
A14SA6A6043A4	1
A14SC7A1046A4	1
A14SC7A1047A2	1
A14SC7A1047A3	1
A14SC7A1047A4	1
A14SC7A1048A2	1
A14SC7A1048A3	1
A14SC7A6112A3	1
A15PC500305	1
A15PC600302	1
A15PS300209	2
A15PS400303	1
A15PT100101	1
AADAA2016AC3	1
AADAA4034AH3	1
AADAA5027AC2	1
AADAA6052AT2	1
AADAM1062AZ2	1
AADAM6071AB2	1
AAESA1007AO2	1
AAESA1008AV1	1
AAESA1015AG2	1
AAESA1015AG5	1
AAESA1029AH3	1
AAESA1036AW2	1
AAESA2004AW5	1
AAESA2007AW3	1
AAESA2007AY4	1
AAESA2011AC3	1
AAESA3008AB3	1
AAESA3012AV2	1
AAESA3026AH3	1
AAESA3026AH4	1
AAESA3046AF4	1
AAESA3056AM2	1
AAESA4004AG2	1
AAESA4004AG4	1
AAESA4007AO3	1
AAESA4007AO4	1
AAESA4009AH4	1
AAESA4011AO5	1
AAESA4013AW3	1
AAESA4029AH4	1
AAESA4032AF2	1
AAESA4034AH2	1
AAESA4035AY3	1
AAESA4036AW1	1
AAESA4036AW2	1
AAESA4038AV2	1
AAESA4042AV2	1
AAESA4071AF5	1
AAESA4075AH2	1
AAESA4075AH4	1
AAESA4101AH3	1
AAESA4102AH4	1
AAESA4105AH3	1
AAESA4177AZ3	1
AAESA5004AG2	1
AAESA5004AG4	1
AAESA5005AK3	1
AAESA5015AW4	1
AAESA5028AB4	1
AAESA5030AB4	1
AAESA5031AY3	1
AAESA5035AW2	1
AAESA5035AW4	1
AAESA5036AW1	1
AAESA5040AP4	1
AAESA5040AP5	1
AAESA5041AZ3	1
AAESA5042AZ2	1
AAESA5042AZ3	1
AAESA5043AX4	1
AAESA5045AX5	1
AAESA5049AO3	1
AAESA5050AI1	1
AAESA5052AW2	1
AAESA5052AW4	1
AAESA5070AB4	1
AAESA5070AB5	1
AAESA5071AV2	1
AAESA5071AV5	1
AAESA5083AH5	1
AAESA5084AH4	1
AAESA5084AH5	1
AAESA5084AH6	1
AAESA5085AW3	1
AAESA5085AW4	1
AAESA5085AW5	1
AAESA5087AW2	1
AAESA5088AC5	1
AAESA5091AF5	1
AAESA5095AW4	1
AAESA5097AC4	1
AAESA5097AC5	1
AAESA5113AH5	1
AAESA5115AW4	1
AAESA5208AZ2	6
AAESA5208AZ3	8
AAESA6034AB5	1
AAESA6052AW2	1
AAESA6076AC4	1
AAESA6076AZ3	1
AAESA6076AZ4	1
AAESA7001AM4	1
AAESA7007AH2	1
AAESA7016AM3	1
AAESA9032AC3	1
AAESA9044AW3	1
AAESA9044AW4	1
AAESA9044AZ3	1
AAESA9044AZ4	1
D15EG200302	2
D15EG200303	1
D15EG600202	1
D15EG600204	1
D15EP100103	2
D15EP100104	1
D15EP100402	2
D15EP100403	1
D15EP100404	1
D15EP100502	2
D15EP100503	3
D15EP100504	1
D15EP100602	1
D15EP100603	1
D15EP100604	1
D15EP200309	1
D15EP200502	1
D15EP200602	2
D15EP200603	1
D15EP300102	1
D15EP300103	1
D15EP300104	1
D15EP300105	1
D15EP400102	1
D15EP400402	3
D15PB500102	1
D15PB500104	1
D15PB500502	1
D15PB500508	3
D15PB500509	2
D15PB500510	2
D15PB500511	1
D15PB500514	1
D15PB500515	1
D15PB500516	2
D15PB500517	2
D15PB500520	3
D15PB500521	2
D15PB500522	1
D15PB500526	1
D15PB500527	2
D15PB500532	1
D15PB500534	1
D15PB500538	1
D15PB500540	1
D15PB500603	6
D15PB500604	1
D15PB500605	1
D15PB500702	1
D15PB500703	3
D15PB500704	4
D15PB500802	2
D15PB500803	2
D15PB500804	2
D15PB500805	1
D15PC500103	2
D15PC500106	3
D15PC500121	2
D15PDW01202	2
D15PDW01203	3
D15PG100103	1
D15PG100302	1
D15PG100308	1
D15PG200202	2
D15PG300302	2
D15PG300304	2
D15PG300504	1
D15PG300505	1
D15PG300602	2
D15PG300603	2
D15PG300604	1
D15PG400204	2
D15PG400502	1
D15PG400503	2
D15PG400504	1
D15PG400602	1
D15PG400603	1
D15PG400702	2
D15PG400704	1
D15PG400705	1
D15PG400802	2
D15PG400803	3
D15PG400804	2
D15PG400902	1
D15PG400903	1
D15PG401103	1
D15PG500202	2
D15PG500203	2
D15PG500204	2
D15PG500205	1
D15PG500302	1
D15PG500303	1
D15PG500304	1
D15PG500305	1
D15PG600102	1
D15PG600103	2
D15PG600203	1
D15PG600204	1
D15PG600205	1
D15PG600302	1
D15PG600303	2
D15PG900102	1
D15PG900402	1
D15PG900502	2
D15PG900503	2
D15PG900504	1
D15PG900604	1
D15PG900902	2
D15PG900903	2
D15PG901002	2
D15PG901003	2
D15PP100302	2
D15PP100303	3
D15PP100304	2
D15PP100305	1
D15PP100504	1
D15PP100703	1
D15PP200102	3
D15PP200103	1
D15PP200104	3
D15PP200204	1
D15PP200302	1
D15PP200304	1
D15PP200305	2
D15PP300102	1
D15PP300104	1
D15PP300105	1
D15PP300202	3
D15PP300203	3
D15PP300204	2
D15PP300205	1
D15PP400102	1
D15PP400103	1
D15PP400202	1
D15PP400203	1
D15PP400204	1
D15PP400402	3
D15PP400403	2
D15PP400404	2
D15PP400503	3
D15PP400504	1
D15PP400602	2
D15PP400603	1
D15PP400604	2
D15PP400605	2
D15PP400608	2
D15PP400609	2
D15PP400610	1
D15PP400702	3
D15PP400703	2
D15PP400704	2
D15PP400705	1
D15PP400802	2
D15PP400803	3
D15PP400804	2
D15PP400902	2
D15PP400903	2
D15PP400904	2
D15PP400905	1
D15PP401002	1
D15PP401005	1
D15PP401102	2
D15PP401104	1
D15PP401902	1
D15PP401903	2
D15PP401904	1
D15PP401905	1
D15PP402002	1
D15PP402003	2
D15PP402004	1
D15PP402102	1
D15PP402104	1
D15PP700104	1
D15PP900204	1
D15PP900304	1
D15PP900408	2
D15PP900409	2
D15PP900411	1
D15PP900502	1
D15PP900503	1
D15PP900504	1
D15PP900505	1
D15PP900702	2
D15PP900703	1
D15PP900704	1
E14PDL02902	1
E15EW600101	1
X15EG600102	1
X15EJ600103	1
X15PDW00401	1
AAESA4009AH5	1
AAESA4083AR3	1
AAESA6004AH2	1
E15EH100802	1
E15EH500601	1
E15PH600601	1
E15PS600301	1
F15EC400201	1
G14AB900304	1
G14AC700101	1
G14AF900101	1
G14EC400102	2
G14EC400103	1
G14EC400104	1
G14EC401301	1
G14EC401303	1
G14EF200801	2
G14EF401701	1
G14EF401702	1
G14EF401703	1
G14EF401901	1
G14EF401902	1
G14EF401903	1
G14EF600202	1
G14EF600203	1
G14EF600204	1
G14IC800201	1
G14IDP00601	1
G14IF600804	1
G14IF801202	1
G14IF902202	1
G14PB400903	1
G14PC401401	1
G15EB100204	2
G15EB200302	2
G15EB200303	2
G15EB200304	2
G15EB200502	2
G15EB200503	1
G15EB200504	1
G15EB200505	1
G15EB300203	1
G15EB300204	1
G15EB400504	1
G15EB400604	1
G15EB400803	1
G15EB400804	1
G15EB400907	1
G15EB401001	1
G15EB900103	1
G15EB900206	1
G15EC100102	1
G15EC100103	2
G15EC100202	1
G15EC100302	2
G15EC100304	1
G15EC100403	1
G15EC100502	1
G15EC100503	1
G15EC100504	1
G15EC100505	1
G15EC200102	2
G15EC200103	2
G15EC200104	1
G15EC300102	1
G15EC300103	1
G15EC300203	1
G15EC300302	1
G15EC300303	1
G15EC400102	2
G15EC400103	1
G15EC400104	1
G15EC400105	1
G15EC400202	1
G15EC400203	3
G15EC400204	2
G15EC400205	2
G15EC400302	2
G15EC400303	2
G15EC400304	1
G15EC400305	1
G15EC400402	2
G15EC400403	1
G15EC400405	1
G15EC400602	1
G15EC400702	1
G15EC400703	1
G15EC400802	1
G15EC400804	1
G15EC400906	2
G15EC400908	1
G15EC401002	2
G15EC401004	1
G15EC401101	2
G15EC401102	1
G15EC401201	2
G15EC401306	2
G15EC401307	2
G15EC401308	1
G15EC401311	1
G15EC401312	2
G15EC401313	1
G15EC401401	2
G15EC401802	2
G15EC401803	1
G15EC401902	1
G15EC401903	1
G15EC401904	1
G15EC402402	1
G15EC402403	2
G15EC402404	1
G15EC600102	1
G15EC600103	1
G15EC700102	1
G15EC700103	1
G15EC900102	3
G15EC900103	3
G15EC900104	2
G15EC900105	1
G15ED600102	1
G15ED600103	1
G15ED600104	1
G15ED600202	1
G15ED600204	1
G15ED600205	1
G15ED900201	1
G15ED900202	1
G15ED900204	1
G15ED900302	2
G15ED900303	1
G15ED900304	1
G15ED900402	2
G15ED900405	1
G15EF100306	2
G15EF100307	2
G15EF100308	1
G15EF100309	1
G15EF100311	2
G15EF100312	1
G15EF100313	1
G15EF100502	1
G15EF100503	1
G15EF100602	2
G15EF100603	1
G15EF100702	3
G15EF100703	2
G15EF100704	1
G15EF100803	1
G15EF100902	2
G15EF100903	1
G15EF100904	1
G15EF101002	2
G15EF101003	2
G15EF101004	1
G15EF101005	1
G15EF101102	2
G15EF101103	1
G15EF200502	1
G15EF200503	1
G15EF200602	1
G15EF200603	2
G15EF200604	1
G15EF200701	1
G15EF200702	1
G15EF200801	1
G15EF200802	2
G15EF200803	2
G15EF200804	2
G15EF200902	1
G15EF200903	1
G15EF201002	1
G15EF201003	1
G15EF201004	1
G15EF201102	1
G15EF201104	1
G15EF201502	2
G15EF201503	2
G15EF201504	1
G15EF202101	1
G15EF202102	2
G15EF202103	2
G15EF202104	1
G15EF202105	1
G15EF300402	2
G15EF300403	1
G15EF300501	1
G15EF300502	2
G15EF300503	1
G15EF300606	2
G15EF300607	2
G15EF300608	1
G15EF300801	3
G15EF300802	1
G15EF301001	1
G15EF301002	1
G15EF301003	2
G15EF301004	1
G15EF400102	2
G15EF400103	2
G15EF400104	1
G15EF400202	2
G15EF400203	1
G15EF400204	1
G15EF400303	1
G15EF400304	1
G15EF400403	1
G15EF400404	1
G15EF400405	1
G15EF400806	1
G15EF400807	2
G15EF400808	1
G15EF400809	1
G15EF401103	1
G15EF401202	2
G15EF401203	1
G15EF401302	1
G15EF401303	2
G15EF401304	1
G15EF401502	2
G15EF401503	2
G15EF401504	1
G15EF401602	1
G15EF402002	2
G15EF402003	1
G15EF402004	1
G15EF402102	1
G15EF402103	2
G15EF402104	1
G15EF402105	1
G15EF402202	1
G15EF402203	1
G15EF403002	2
G15EF403003	2
G15EF403004	1
G15EF403202	1
G15EF403203	1
G15EF403204	2
G15EF403205	1
G15EF403302	2
G15EF403305	1
G15EF600102	2
G15EF600103	2
G15EF600104	1
G15EF600105	1
G15EF600202	2
G15EF600203	2
G15EF600204	1
G15EF600301	1
G15EF600302	1
G15EF600402	2
G15EF600403	2
G15EF600404	1
G15EF600502	1
G15EF600503	1
G15EF600601	1
G15EF600602	2
G15EF600603	3
G15EF600604	1
G15EF600702	2
G15EF600703	2
G15EF600704	1
G15EF600705	1
G15EF600803	1
G15EF600804	1
G15EF900102	2
G15EF900103	1
G15EF900104	1
G15EF900105	1
G15EF900302	1
G15EF900303	1
G15EF900402	2
G15EF900403	1
G15EF900404	1
G15EF900502	1
G15EF900503	1
G15EF900504	1
G15EF900507	2
G15EF900508	1
G15EF900509	1
G15EF900602	2
G15EF900603	1
G15EF900607	3
G15EF900608	2
G15EF900609	1
G15EF900702	2
G15EF900703	2
G15EF900704	1
G15EF900802	2
G15EF900803	2
G15EF900804	1
G15EF900805	1
G15PB100102	1
G15PB100103	1
G15PB100104	1
G15PB100107	1
G15PB100108	1
G15PB100109	1
G15PB200102	1
G15PB200203	1
G15PB200204	1
G15PB200302	1
G15PB200303	1
G15PB200304	1
G15PB200502	2
G15PB200503	2
G15PB200504	1
G15PB200505	1
G15PB300102	1
G15PB300103	1
G15PB300104	1
G15PB400302	2
G15PB400303	2
G15PB400304	1
G15PB600102	1
G15PB900102	1
G15PB900103	1
G15PB900104	1
G15PC100102	2
G15PC100103	1
G15PC100104	1
G15PC100302	1
G15PC100402	2
G15PC100404	2
G15PC100405	1
G15PC100502	1
G15PC100503	1
G15PC300102	1
G15PC300103	2
G15PC400104	1
G15PC400202	2
G15PC400205	1
G15PC400302	2
G15PC400303	4
G15PC400304	1
G15PC400402	1
G15PC400403	1
G15PC400404	1
G15PC400502	1
G15PC400503	1
G15PC400504	1
G15PC400602	1
G15PC400603	1
G15PC400604	1
G15PC400607	1
G15PC400702	2
G15PC400703	2
G15PC400704	1
G15PC400705	1
G15PC400802	2
G15PC400804	1
G15PC400901	1
G15PC401002	1
G15PC401102	3
G15PC401103	1
G15PC401104	1
G15PC401202	1
G15PC401902	2
G15PC401903	2
G15PC401904	1
G15PC401905	1
G15PC402003	1
G15PC402004	1
G15PC500102	1
G15PC500105	1
G15PC500402	2
G15PC500403	2
G15PC500503	1
G15PC500504	1
G15PC600102	1
G15PC600103	2
G15PC700102	1
G15PC700103	1
G15PC700202	1
G15PC700203	2
G15PC700204	1
G15PC900103	1
G15PC900202	2
G15PC900203	2
G15PC900204	1
G15PC900207	2
G15PC900208	2
G15PC900210	1
G15PD100102	1
G15PD100103	1
G15PD100104	1
G15PD100202	1
G15PD100203	1
G15PD100302	1
G15PD100303	1
G15PD300102	2
G15PD300103	2
G15PD400102	1
G15PD400103	1
G15PD400201	1
G15PD500101	2
G15PD500102	1
G15PD500103	1
G15PD700102	1
G15PD700103	1
G15PD900203	1
G15PD900204	1
G15PD900207	3
G15PD900209	1
G15PD900302	2
G15PD900303	1
G15PD900304	1
G15PD900402	1
G15PD900403	2
G15PD900502	1
G15PD900602	1
G15PD900603	1
G15PD900604	1
G15PD900702	1
G15PD900703	1
G15PD900803	1
G15PD900902	1
G15PD900903	1
G15PD900904	1
G15PD901001	1
G15PD901002	1
G15PD901003	2
G15PD901004	2
G15PD901102	2
G15PD901103	1
G15PD901104	2
G15PD901105	1
G15PDP00102	1
G15PDP00103	1
G15PDP00202	1
G15PDP00203	1
G15PDP00302	1
G15PDP00303	1
G15PDP00304	1
G15PDP00402	1
G15PDP00403	1
G15PDP00502	1
G15PDP00503	1
G15PDP00602	1
G15PDP00603	1
G15PDP00702	1
G15PDP00703	1
G15PDP00704	1
G15PDP00803	1
G15PDP00804	1
G15PDV00101	1
G15PDV00102	1
G15PDV00104	1
G15PDV00201	1
G15PF100102	2
G15PF100103	1
G15PF100104	1
G15PF100202	1
G15PF100203	2
G15PF100204	1
G15PF100302	3
G15PF100303	2
G15PF100304	1
G15PF100402	2
G15PF100403	3
G15PF100404	1
G15PF100502	3
G15PF100503	3
G15PF100602	3
G15PF100603	2
G15PF100604	1
G15PF100902	1
G15PF100904	1
G15PF101101	1
G15PF101102	1
G15PF101103	1
G15PF101301	1
G15PF101302	2
G15PF101303	2
G15PF200102	1
G15PF200103	1
G15PF200104	1
G15PF200202	1
G15PF200203	1
G15PF200302	2
G15PF200303	1
G15PF200304	1
G15PF200305	1
G15PF200502	2
G15PF200702	1
G15PF200703	1
G15PF200704	1
G15PF200801	2
G15PF200802	1
G15PF200902	1
G15PF201002	1
G15PF201003	1
G15PF201102	1
G15PF201202	1
G15PF300102	2
G15PF300103	2
G15PF300104	1
G15PF300203	2
G15PF300302	3
G15PF300303	2
G15PF300502	3
G15PF300503	2
G15PF300504	1
G15PF400102	2
G15PF400103	3
G15PF400104	2
G15PF400105	1
G15PF400202	1
G15PF400203	2
G15PF400204	1
G15PF400302	1
G15PF400303	1
G15PF400403	1
G15PF400404	1
G15PF400502	1
G15PF400503	2
G15PF400504	1
G15PF400602	1
G15PF400603	2
G15PF400604	1
G15PF500102	1
G15PF500103	1
G15PF500202	1
G15PF500203	2
G15PF600202	2
G15PF600203	2
G15PF600204	2
G15PF600302	1
G15PF600303	1
G15PF600304	1
G15PF600305	1
G15PF600401	1
G15PF600402	1
G15PF600403	2
G15PF600404	2
G15PF600502	1
G15PF600503	2
G15PF600504	1
G15PF600601	1
G15PF600602	1
G15PF600702	2
G15PF600802	2
G15PF600803	1
G15PF600804	1
G15PF601002	2
G15PF601003	1
G15PF601004	1
G15PF601102	2
G15PF601103	1
G15PF601105	1
G15PF601202	1
G15PF601203	1
G15PF601302	2
G15PF601303	2
G15PF601304	1
G15PF601402	1
G15PF601403	1
G15PF601404	1
G15PF700102	1
G15PF700103	1
G15PF700202	1
G15PF700203	1
G15PF900102	2
G15PF900103	2
G15PF900104	1
G15PF900202	1
G15PF900203	2
G15PF900302	2
G15PF900303	2
G15PF900403	1
G15PF900501	3
G15PF900502	1
G15PF900602	2
G15PF900603	2
G15PF900604	1
G15PF900701	1
G15PF900702	2
G15PF900703	1
G15PFV00402	1
G15PFV00403	1
